200907	74.3	1	-3.966	-0.004	-0.1	-0.02	2	0.28	0.16	-45.4
200908	105.135	1	-8.197	-0.024	0	-0.02	2	0.28	0.16	20.4
200909	79.67	1	6.539	-0.144	-0.4	-0.02	2	0.28	0.16	-70.8
200910	-28.43	0	-0.701	-0.074	-0.1	-0.02	2	0.28	0.16	4.4
200911	-49.805	0	2.807	-0.073	0.1	-0.02	2	0.28	0.16	-19.7
200912	43.305	1	-8.279	-0.094	0.2	-0.02	2	0.28	0.16	1.7
201001	41.095	1	-6.507	-0.093	1.5	0.06	2	0.3	0.19	-2.7
201002	-69.06	0	2.896	-0.232	-0.2	0.06	2	0.3	0.19	-1.8
201003	67.025	1	3.27	-0.031	-0.7	0.06	2	0.3	0.19	-28.7
201004	69.26	1	1.063	-0.074	-0.4	0.06	2	0.3	0.19	-22.9
201005	-90.115	0	8.65	-0.167	-0.5	0.06	2	0.3	0.19	94.1
201006	43.61	1	3.089	-0.058	0.3	0.06	2	0.3	0.19	19.7
201007	34.485	1	-2.409	-0.057	0.2	0.06	2.25	0.3	0.19	-39.5
201008	42.63	1	-10.017	0.024	-0.4	0.06	2.25	0.3	0.19	15.4
201009	53.905	1	7.214	-0.017	0.1	0.06	2.25	0.3	0.19	-57.9
201010	69.8	1	5.559	-0.066	-0.1	0.06	2.25	0.3	0.19	-14.9
201011	45.055	1	-10.676	-0.158	-0.3	0.06	2.5	0.3	0.19	34.4
201012	52.94	1	-0.639	-0.021	0.5	0.06	2.5	0.3	0.19	-24.9
201101	109.105	1	-4.825	0.225	0.3	0.06	2.75	0.4	0.4	-13.3
201102	-66.065	0	2.702	-0.171	0.7	0.06	2.75	0.4	0.4	7.2
201103	-27.465	0	0.92	-0.054	-0.2	0.06	3	0.4	0.4	-32
201104	162.31	1	1.637	-0.075	-0.6	0.06	3	0.4	0.4	-25.2
201105	-26.84	0	-0.188	-0.032	-0.5	0.06	3	0.4	0.4	7.7
201106	-48.99	0	0.127	0.052	0.1	0.06	3.25	0.4	0.4	-11.5
201107	68.14	1	6.615	-0.117	0	0.06	3.25	0.4	0.4	-13.2
201108	-220.055	0	-11.297	0.001	-0.3	0.06	3.25	0.4	0.4	12.3
201109	-142.725	0	5.708	-0.033	0	0.06	3.25	0.4	0.4	111.3
201110	24.645	1	5.037	-0.022	-0.1	0.06	3.25	0.4	0.4	-68.1
201111	38.94	1	-0.753	-0.012	0	0.06	3.25	0.4	0.4	33
201112	-9.95	0	-3.856	-0.02	0.1	0.06	3.25	0.4	0.4	8
201201	52.025	1	-11.253	-0.637	0.5	0.21	3.25	0.22	0.42	-28
201202	105.53	1	5.595	-0.096	0.7	0.21	3.25	0.22	0.42	-5
201203	14.54	1	6.104	-0.058	-0.5	0.21	3.25	0.22	0.42	15
201204	-9.08	0	-0.948	-0.038	-0.2	0.21	3.25	0.22	0.42	-3
201205	-112.615	0	3.582	0.003	-0.4	0.21	3.25	0.22	0.42	50
201206	-47.77	0	7.434	-0.01	0.1	0.21	3.25	0.22	0.42	-35
201207	-14.61	0	-1.868	-0.06	-0.1	0.21	3	0.22	0.42	-15
201208	76.06	1	-9.502	-0.055	-0.1	0.21	3	0.22	0.42	4
201209	39.145	1	8.042	-0.019	-0.1	0.21	3	0.22	0.42	-22.6
201210	3.19	1	1.391	-0.016	-0.1	0.21	2.75	0.22	0.42	-20.7
201211	-46.98	0	3.093	-0.049	0	0.21	2.75	0.22	0.42	-7.8
201212	67.76	1	-13.001	0.007	0.1	0.21	2.75	0.22	0.42	-12.3
201301	19.34	1	0.031	-0.026	0.5	0.16	2.75	0.13	0.27	18.4
201302	-6.625	0	0.29	-0.08	0.5	0.16	2.75	0.13	0.27	-6
201303	10.17	1	10.651	-0.029	-0.4	0.16	2.75	0.13	0.27	28
201304	-40.745	0	-4.289	0.082	-0.3	0.16	2.75	0.13	0.27	-10
201305	25.205	1	12.51	-0.016	-0.2	0.16	2.5	0.13	0.27	28.7
201306	-88.885	0	-5.465	-0.11	0.1	0.16	2.5	0.13	0.27	12.3
201307	-20.385	0	-3.134	-0.149	0	0.16	2.5	0.13	0.27	-18.5
201308	23.74	1	1.119	0.011	-0.1	0.16	2.5	0.13	0.27	-13.5
201309	80.615	1	1.749	0.182	-0.3	0.16	2.5	0.13	0.27	-35.3
201310	52.73	1	7.136	-0.065	0	0.16	2.5	0.13	0.27	-14
201311	-15.185	0	-9.836	-0.02	-0.1	0.16	2.5	0.13	0.27	-2.5
201312	-6.9	0	-0.435	0	0.4	0.16	2.5	0.13	0.27	-2.8
201401	-43.335	0	-12.27	-0.076	0.4	0.19	2.5	0.13	0.23	15
201402	-23.485	0	6.228	-0.03	1.1	0.19	2.5	0.13	0.23	-2.9
201403	18.38	1	5.352	0.035	-0.6	0.19	2.5	0.13	0.23	-2.8
201404	32.4	1	2.322	-0.026	-0.1	0.19	2.5	0.13	0.23	-31.5
201405	-5.465	0	4.888	0.026	-0.3	0.19	2.5	0.13	0.23	-13.1
201406	12.295	1	-2.212	-0.043	0	0.19	2.5	0.13	0.23	-8.3
201407	48.355	1	-6.598	-0.026	-0.1	0.19	2.5	0.13	0.23	16.1
201408	18.405	1	2.717	-0.063	-0.1	0.19	2.25	0.13	0.23	-13.9
201409	-17.765	0	1.214	0.112	-0.2	0.19	2.25	0.13	0.23	41.2
201410	-84.94	0	6.552	-0.013	0.1	0.19	2	0.13	0.23	13.3
201411	3.93	1	1.756	-0.011	-0.2	0.19	2	0.13	0.23	39.4
201412	-23.05	0	-7.314	-0.008	0.3	0.19	2	0.13	0.23	-8.6
201501	-15.685	0	0.435	-0.042	0.4	0.05	2	0.07	0.25	-5.8
201502	42.89	1	0.192	-0.13	0.8	0.05	2	0.07	0.25	4.9
201503	45.04	1	8.012	-0.017	-0.5	0.05	1.75	0.07	0.25	11.1
